Worker ID,Nama,No. HP,Email,Tanggal Lahir,Gender,Pekerjaan,Pengalaman,Kecamatan,Kabupaten/Kota,Provinsi
1972,Julia Hassanah,81701042887,juliahassanah@gmail.com,6/21/2002,Wanita,Teknisi Elektronik,12,Taman Sari,Jakarta Barat,DKI Jakarta
1973,Endah Utami,81274142887,endahutami@gmail.com,3/27/1969,Wanita,Teknisi Komputer,5,Ciledug,Kota Tangerang,Banten
1974,Adinata Irawan,81927742887,adinatairawan@gmail.com,8/30/1998,Pria,Teknisi Elektronik,13,Teluknaga,Kabupaten Tangerang,Banten
1975,Septi Andriani,81885742887,septiandriani@gmail.com,12/28/1986,Wanita,Teknisi Elektronik,1,Kosambi,Kabupaten Tangerang,Banten
1976,Halim Kusumo,81651142887,halimkusumo@gmail.com,9/3/1987,Pria,Supir,11,Mekarbaru,Kabupaten Tangerang,Banten
1977,Tantri Wastuti,81958542887,tantriwastuti@gmail.com,10/18/1970,Wanita,Teknisi Elektronik,6,Kebayoran Baru,Jakarta Selatan,DKI Jakarta
1978,Dian Wulandari,81385342887,dianwulandari@gmail.com,4/30/1986,Wanita,Teknisi Elektronik,5,Setiabudi,Jakarta Selatan,DKI Jakarta
1979,Jabal Wacana,81699042887,jabalwacana@gmail.com,5/10/2000,Pria,Teknisi Komputer,6,Cilandak,Jakarta Selatan,DKI Jakarta
1980,Kajen Wijaya,81742342887,kajenwijaya@gmail.com,2/3/1977,Pria,Cleaning Service,14,Taman Sari,Jakarta Barat,DKI Jakarta
1981,Lintang Uyainah,81152342887,lintanguyainah@gmail.com,9/28/1973,Wanita,Teknisi Komputer,12,Jayanti,Kabupaten Tangerang,Banten
1982,Ida Agustina,81505442887,idaagustina@gmail.com,3/25/1987,Wanita,Cleaning Service,15,Legok,Kabupaten Tangerang,Banten
1983,Shakila Padmasari,81509442887,shakilapadmasari@gmail.com,6/27/1980,Wanita,ART,1,Karangtengah,Kota Tangerang,Banten
1984,Eka Yuliarti,81653142887,ekayuliarti@gmail.com,12/5/1971,Wanita,ART,12,Kelapa Gading,Jakarta Utara,DKI Jakarta
1985,Azalea Nurdiyanti,81716042887,azaleanurdiyanti@gmail.com,7/25/1989,Wanita,Babysitter,12,Cibodas,Kota Tangerang,Banten
1986,Salsabila Yolanda,81446442887,salsabilayolanda@gmail.com,1/8/1967,Wanita,Teknisi Elektronik,10,Jambe,Kabupaten Tangerang,Banten
1987,Lembah Pranowo,81918142887,lembahpranowo@gmail.com,4/7/1978,Pria,Teknisi Elektronik,9,Legok,Kabupaten Tangerang,Banten
1988,Sakura Handayani,81614442887,sakurahandayani@gmail.com,6/13/1969,Wanita,Teknisi Komputer,1,Pakuhaji,Kabupaten Tangerang,Banten
1989,Erik Hakim,81577242887,erikhakim@gmail.com,9/3/1971,Pria,Teknisi Komputer,11,Kebayoran Lama,Jakarta Selatan,DKI Jakarta
1990,Vinsen Sihombing,81763142887,vinsensihombing@gmail.com,1/8/1994,Pria,Teknisi Komputer,9,Pasar Rebo,Jakarta Timur,DKI Jakarta
1991,Umar Prasasta,81790042887,umarprasasta@gmail.com,12/16/1965,Pria,Cleaning Service,8,Cisoka,Kabupaten Tangerang,Banten
1992,Ghaliyati Andriani,81701542887,ghaliyatiandriani@gmail.com,12/14/1994,Wanita,ART,12,Jagakarsa,Jakarta Selatan,DKI Jakarta
1993,Jumadi Tarihoran,81329842887,jumaditarihoran@gmail.com,8/7/1991,Pria,Cleaning Service,2,Kalideres,Jakarta Barat,DKI Jakarta
1994,Janet Winarsih,81947042887,janetwinarsih@gmail.com,5/16/1995,Wanita,Babysitter,1,Legok,Kabupaten Tangerang,Banten
1995,Siska Purnawati,81760442887,siskapurnawati@gmail.com,3/11/1972,Wanita,ART,15,Grogol Petamburan,Jakarta Barat,DKI Jakarta
1996,Diah Puspasari,81353242887,diahpuspasari@gmail.com,8/28/1968,Wanita,Teknisi Elektronik,1,Kresek,Kabupaten Tangerang,Banten
1997,Makuta Suryono,81190642887,makutasuryono@gmail.com,3/3/1985,Pria,Tukang,15,Kelapa Gading,Jakarta Utara,DKI Jakarta
1998,Dasa Pradipta,81419642887,dasapradipta@gmail.com,11/26/2000,Pria,Supir,6,Kramat Jati,Jakarta Timur,DKI Jakarta
1999,Koko Sitompul,81739042887,kokositompul@gmail.com,11/21/1963,Pria,Teknisi Komputer,11,Sukamulya,Kabupaten Tangerang,Banten
2000,Belinda Mayasari,81907942887,belindamayasari@gmail.com,11/10/1984,Wanita,Teknisi Elektronik,6,Solear,Kabupaten Tangerang,Banten
2001,Daru Saefullah,81508842887,darusaefullah@gmail.com,1/25/1978,Pria,Teknisi Komputer,11,Kebon Jeruk,Jakarta Barat,DKI Jakarta
2002,Panji Dongoran,81751942887,panjidongoran@gmail.com,1/25/1984,Pria,Teknisi Elektronik,10,Senen,Jakarta Pusat,DKI Jakarta
2003,Lala Widiastuti,81477342887,lalawidiastuti@gmail.com,5/16/1984,Wanita,Teknisi Komputer,9,Cisoka,Kabupaten Tangerang,Banten
2004,Dian Yulianti,81735342887,dianyulianti@gmail.com,2/21/1996,Wanita,Teknisi Elektronik,8,Pasar Kemis,Kabupaten Tangerang,Banten
2005,Irfan Hidayanto,81454542887,irfanhidayanto@gmail.com,12/3/1981,Pria,Supir,13,Kebayoran Lama,Jakarta Selatan,DKI Jakarta
2006,Kani Laksmiwati,81506542887,kanilaksmiwati@gmail.com,8/28/1990,Wanita,ART,1,Sepatan,Kabupaten Tangerang,Banten
2007,Victoria Nasyiah,81971242887,victorianasyiah@gmail.com,1/21/1994,Wanita,Cleaning Service,7,Cilincing,Jakarta Utara,DKI Jakarta
2008,Gilang Najmudin,81418542887,gilangnajmudin@gmail.com,4/6/1993,Pria,Teknisi Elektronik,15,Senen,Jakarta Pusat,DKI Jakarta
2009,Heryanto Saragih,81334242887,heryantosaragih@gmail.com,6/13/1977,Pria,Cleaning Service,13,Grogol Petamburan,Jakarta Barat,DKI Jakarta
2010,Elvina Lailasari,81457642887,elvinalailasari@gmail.com,9/19/2002,Wanita,Teknisi Elektronik,12,Rajeg,Kabupaten Tangerang,Banten
2011,Karman Widodo,81170442887,karmanwidodo@gmail.com,10/31/1973,Pria,Supir,4,Legok,Kabupaten Tangerang,Banten
2012,Dimaz Ramadan,81140942887,dimazramadan@gmail.com,2/27/1970,Pria,Tukang,14,Tanjung Priok,Jakarta Utara,DKI Jakarta
2013,Dwi Winarno,81381542887,dwiwinarno@gmail.com,3/25/1993,Pria,Tukang,13,Jayanti,Kabupaten Tangerang,Banten
2014,Karna Gunawan,81798642887,karnagunawan@gmail.com,9/4/1967,Pria,Cleaning Service,13,Setiabudi,Jakarta Selatan,DKI Jakarta
2015,Harjaya Wacana,81271642887,harjayawacana@gmail.com,10/6/1988,Pria,Tukang,4,Kosambi,Kabupaten Tangerang,Banten
2016,Citra Susanti,81760942887,citrasusanti@gmail.com,2/14/1983,Wanita,ART,6,Setiabudi,Jakarta Selatan,DKI Jakarta
2017,Zelaya Namaga,81129742887,zelayanamaga@gmail.com,12/9/1972,Wanita,Teknisi Komputer,15,Larangan,Kota Tangerang,Banten
2018,Galiono Hidayanto,81320242887,galionohidayanto@gmail.com,8/8/1992,Pria,Tukang,3,Mekarbaru,Kabupaten Tangerang,Banten
2019,Artawan Saputra,81426142887,artawansaputra@gmail.com,5/16/1970,Pria,Tukang,9,Koja,Jakarta Utara,DKI Jakarta
2020,Usyi Rahimah,81680042887,usyirahimah@gmail.com,2/28/1986,Wanita,Teknisi Elektronik,15,Gunung Kaler,Kabupaten Tangerang,Banten
2021,Yessi Zulaika,81325042887,yessizulaika@gmail.com,12/28/2000,Wanita,Babysitter,7,Pasar Minggu,Jakarta Selatan,DKI Jakarta
2022,Danu Tampubolon,81639642887,danutampubolon@gmail.com,11/29/1997,Pria,Tukang,3,Pademangan,Jakarta Utara,DKI Jakarta
2023,Hafshah Kusmawati,81588942887,hafshahkusmawati@gmail.com,5/7/1980,Wanita,Teknisi Elektronik,11,Cempaka Putih,Jakarta Pusat,DKI Jakarta
2024,Aisyah Hastuti,81611742887,aisyahhastuti@gmail.com,3/3/1985,Wanita,Cleaning Service,1,Jatiuwung,Kota Tangerang,Banten
2025,Adika Waluyo,81554442887,adikawaluyo@gmail.com,11/17/2001,Pria,Cleaning Service,7,Kebayoran Lama,Jakarta Selatan,DKI Jakarta
2026,Tri Putra,81685442887,triputra@gmail.com,6/30/1999,Pria,Cleaning Service,15,Curug,Kabupaten Tangerang,Banten
2027,Yono Simbolon,81568042887,yonosimbolon@gmail.com,1/27/1996,Pria,Supir,10,Menteng,Jakarta Pusat,DKI Jakarta
2028,Omar Saefullah,81635542887,omarsaefullah@gmail.com,6/20/1967,Pria,Teknisi Komputer,13,Cisauk,Kabupaten Tangerang,Banten
2029,Dalimin Winarno,81148442887,daliminwinarno@gmail.com,9/17/1984,Pria,Tukang,3,Gambir,Jakarta Pusat,DKI Jakarta
2030,Samiah Safitri,81832742887,samiahsafitri@gmail.com,7/16/1980,Wanita,ART,12,Cibodas,Kota Tangerang,Banten
2031,Ilyas Prasasta,81669542887,ilyasprasasta@gmail.com,7/15/1992,Pria,Supir,4,Makasar,Jakarta Timur,DKI Jakarta
2032,Hamima Suryatmi,81465742887,hamimasuryatmi@gmail.com,3/26/1983,Wanita,Teknisi Komputer,4,Cempaka Putih,Jakarta Pusat,DKI Jakarta
2033,Jayeng Pradana,81276742887,jayengpradana@gmail.com,9/24/1994,Pria,Teknisi Komputer,14,Senen,Jakarta Pusat,DKI Jakarta
2034,Rusman Permadi,81374942887,rusmanpermadi@gmail.com,11/4/1989,Pria,Supir,12,Balaraja,Kabupaten Tangerang,Banten
2035,Tedi Winarno,81596442887,tediwinarno@gmail.com,5/5/1982,Pria,Cleaning Service,2,Matraman,Jakarta Timur,DKI Jakarta
2036,Zelda Sudiati,81175542887,zeldasudiati@gmail.com,7/10/1974,Wanita,Teknisi Elektronik,14,Gambir,Jakarta Pusat,DKI Jakarta
2037,Tari Yolanda,81943442887,tariyolanda@gmail.com,12/16/1991,Wanita,Teknisi Komputer,2,Sawah Besar,Jakarta Pusat,DKI Jakarta
2038,Naradi Marpaung,81749942887,naradimarpaung@gmail.com,12/17/1974,Pria,Teknisi Elektronik,12,Tanjung Priok,Jakarta Utara,DKI Jakarta
2039,Titin Pudjiastuti,81781742887,titinpudjiastuti@gmail.com,6/20/1977,Wanita,Babysitter,9,Penjaringan,Jakarta Utara,DKI Jakarta
2040,Vanya Hariyah,81800842887,vanyahariyah@gmail.com,6/3/1992,Wanita,Teknisi Komputer,2,Cisauk,Kabupaten Tangerang,Banten
2041,Raina Laksita,81462342887,rainalaksita@gmail.com,8/29/1967,Wanita,Babysitter,7,Tigaraksa,Kabupaten Tangerang,Banten
2042,Cemeti Wijaya,81967642887,cemetiwijaya@gmail.com,4/30/1978,Pria,Tukang,7,Penjaringan,Jakarta Utara,DKI Jakarta
2043,Mila Wijayanti,81342342887,milawijayanti@gmail.com,12/25/1992,Wanita,Cleaning Service,6,Balaraja,Kabupaten Tangerang,Banten
2044,Salwa Aryani,81726442887,salwaaryani@gmail.com,10/12/1987,Wanita,ART,13,Tebet,Jakarta Selatan,DKI Jakarta
2045,Kemba Widodo,81608642887,kembawidodo@gmail.com,7/31/1986,Pria,Supir,13,Pasar Rebo,Jakarta Timur,DKI Jakarta
2046,Okta Iswahyudi,81842642887,oktaiswahyudi@gmail.com,12/7/1988,Pria,Teknisi Komputer,15,Sindang Jaya,Kabupaten Tangerang,Banten
2047,Aurora Andriani,81413942887,auroraandriani@gmail.com,7/22/1974,Wanita,Teknisi Elektronik,5,Makasar,Jakarta Timur,DKI Jakarta
2048,Janet Haryanti,81915142887,janetharyanti@gmail.com,5/31/2001,Wanita,Teknisi Elektronik,10,Kebayoran Baru,Jakarta Selatan,DKI Jakarta
2049,Wawan Zulkarnain,81177442887,wawanzulkarnain@gmail.com,9/5/1995,Pria,Supir,11,Sukamulya,Kabupaten Tangerang,Banten
2050,Queen Utami,81845942887,queenutami@gmail.com,5/1/1987,Wanita,Teknisi Komputer,12,Makasar,Jakarta Timur,DKI Jakarta
2051,Prabawa Gunarto,81471842887,prabawagunarto@gmail.com,8/18/1968,Pria,Tukang,8,Pesanggrahan,Jakarta Selatan,DKI Jakarta
2052,Betania Rahimah,81300842887,betaniarahimah@gmail.com,3/27/1974,Wanita,Babysitter,9,Pademangan,Jakarta Utara,DKI Jakarta
2053,Warsa Setiawan,81183742887,warsasetiawan@gmail.com,10/21/1998,Pria,Cleaning Service,12,Periuk,Kota Tangerang,Banten
2054,Rahmi Palastri,81630042887,rahmipalastri@gmail.com,11/11/1964,Wanita,Teknisi Komputer,14,Pagedangan,Kabupaten Tangerang,Banten
2055,Zalindra Namaga,81624642887,zalindranamaga@gmail.com,7/5/1971,Wanita,Babysitter,1,Menteng,Jakarta Pusat,DKI Jakarta
2056,Mala Rahmawati,81668842887,malarahmawati@gmail.com,1/18/2000,Wanita,Teknisi Elektronik,10,Gambir,Jakarta Pusat,DKI Jakarta
2057,Sadina Rahmawati,81719742887,sadinarahmawati@gmail.com,2/23/2001,Wanita,Teknisi Elektronik,8,Pancoran,Jakarta Selatan,DKI Jakarta
2058,Mariadi Habibi,81637042887,mariadihabibi@gmail.com,11/8/1998,Pria,Teknisi Elektronik,5,Pulo Gadung,Jakarta Timur,DKI Jakarta
2059,Danuja Jailani,81949542887,danujajailani@gmail.com,12/20/1973,Pria,Tukang,2,Johar Baru,Jakarta Pusat,DKI Jakarta
2060,Daruna Iswahyudi,81585242887,darunaiswahyudi@gmail.com,9/15/1977,Pria,Tukang,3,Periuk,Kota Tangerang,Banten
2061,Eva Yuniar,81582642887,evayuniar@gmail.com,10/12/1963,Wanita,Cleaning Service,6,Legok,Kabupaten Tangerang,Banten
2062,Vino Prasetya,81562842887,vinoprasetya@gmail.com,7/14/1967,Pria,Tukang,4,Duren Sawit,Jakarta Timur,DKI Jakarta
2063,Oskar Megantara,81790642887,oskarmegantara@gmail.com,8/26/1975,Pria,Teknisi Komputer,11,Grogol Petamburan,Jakarta Barat,DKI Jakarta
2064,Bakda Waskita,81344042887,bakdawaskita@gmail.com,8/27/1978,Pria,Supir,9,Kelapa Dua,Kabupaten Tangerang,Banten
2065,Safina Hasanah,81426942887,safinahasanah@gmail.com,4/19/2000,Wanita,Teknisi Komputer,1,Cempaka Putih,Jakarta Pusat,DKI Jakarta
2066,Laila Palastri,81384942887,lailapalastri@gmail.com,10/6/1984,Wanita,Babysitter,5,Sukamulya,Kabupaten Tangerang,Banten
2067,Balamantri Putra,81542442887,balamantriputra@gmail.com,12/24/2000,Pria,Tukang,13,Cengkareng,Jakarta Barat,DKI Jakarta
2068,Nyana Prasasta,81787442887,nyanaprasasta@gmail.com,5/28/1971,Pria,Teknisi Komputer,6,Pancoran,Jakarta Selatan,DKI Jakarta
2069,Kamaria Halimah,81508242887,kamariahalimah@gmail.com,1/25/2003,Wanita,Babysitter,6,Kelapa Dua,Kabupaten Tangerang,Banten
2070,Talia Anggraini,81735242887,taliaanggraini@gmail.com,9/8/1991,Wanita,Cleaning Service,10,Larangan,Kota Tangerang,Banten
2071,Anastasia Usamah,81880142887,anastasiausamah@gmail.com,2/3/1992,Wanita,Cleaning Service,5,Jatinegara,Jakarta Timur,DKI Jakarta
2072,Dewi Agustina,81357742887,dewiagustina@gmail.com,3/22/1963,Wanita,Teknisi Komputer,3,Pasar Rebo,Jakarta Timur,DKI Jakarta
2073,Dadap Kusumo,81265942887,dadapkusumo@gmail.com,5/10/1997,Pria,Tukang,10,Kebayoran Lama,Jakarta Selatan,DKI Jakarta
2074,Cornelia Novitasari,81885242887,cornelianovitasari@gmail.com,11/28/1968,Wanita,ART,12,Menteng,Jakarta Pusat,DKI Jakarta
2075,Puji Pertiwi,81825342887,pujipertiwi@gmail.com,12/6/1970,Wanita,Cleaning Service,5,Cisauk,Kabupaten Tangerang,Banten
2076,Sarah Melani,81648142887,sarahmelani@gmail.com,5/14/1971,Wanita,Teknisi Komputer,6,Sindang Jaya,Kabupaten Tangerang,Banten
2077,Praba Thamrin,81573042887,prabathamrin@gmail.com,4/16/1994,Pria,Cleaning Service,1,Batuceper,Kota Tangerang,Banten
2078,Legawa Kuswoyo,81687242887,legawakuswoyo@gmail.com,11/19/1976,Pria,Tukang,4,Panongan,Kabupaten Tangerang,Banten
2079,Lidya Yuniar,81539442887,lidyayuniar@gmail.com,5/3/1965,Wanita,Babysitter,15,Makasar,Jakarta Timur,DKI Jakarta
2080,Prasetya Suwarno,81151942887,prasetyasuwarno@gmail.com,2/5/1970,Pria,Teknisi Komputer,12,Tambora,Jakarta Barat,DKI Jakarta
2081,Lulut Prabowo,81983542887,lulutprabowo@gmail.com,6/8/2000,Pria,Tukang,13,Ciledug,Kota Tangerang,Banten
2082,Mulya Sihombing,81913942887,mulyasihombing@gmail.com,9/27/1966,Pria,Supir,3,Pakuhaji,Kabupaten Tangerang,Banten
2083,Mujur Haryanto,81291542887,mujurharyanto@gmail.com,1/1/1969,Pria,Cleaning Service,1,Curug,Kabupaten Tangerang,Banten
2084,Alika Laksmiwati,81586642887,alikalaksmiwati@gmail.com,11/20/1968,Wanita,ART,9,Kemiri,Kabupaten Tangerang,Banten
2085,Hani Palastri,81621742887,hanipalastri@gmail.com,9/22/1974,Wanita,Teknisi Komputer,10,Sindang Jaya,Kabupaten Tangerang,Banten
2086,Halim Dongoran,81501542887,halimdongoran@gmail.com,6/19/1987,Pria,Cleaning Service,9,Tambora,Jakarta Barat,DKI Jakarta
2087,Rahmi Novitasari,81665242887,rahminovitasari@gmail.com,8/28/1990,Wanita,Teknisi Elektronik,10,Pasar Minggu,Jakarta Selatan,DKI Jakarta
2088,Setya Mahendra,81452342887,setyamahendra@gmail.com,6/10/1976,Pria,Supir,3,Jatiuwung,Kota Tangerang,Banten
2089,Lanjar Saragih,81637742887,lanjarsaragih@gmail.com,12/28/1999,Pria,Supir,2,Karangtengah,Kota Tangerang,Banten
2090,Hairyanto Nugroho,81642342887,hairyantonugroho@gmail.com,6/17/1975,Pria,Teknisi Elektronik,12,Kembangan,Jakarta Barat,DKI Jakarta
2091,Juli Pratiwi,81465742887,julipratiwi@gmail.com,12/21/1996,Wanita,Babysitter,8,Kalideres,Jakarta Barat,DKI Jakarta
2092,Yance Andriani,81934542887,yanceandriani@gmail.com,6/16/1986,Wanita,Cleaning Service,1,Pasar Kemis,Kabupaten Tangerang,Banten
2093,Banawi Hidayanto,81605442887,banawihidayanto@gmail.com,12/6/1976,Pria,Cleaning Service,8,Taman Sari,Jakarta Barat,DKI Jakarta
2094,Dinda Sudiati,81388342887,dindasudiati@gmail.com,3/20/1996,Wanita,Teknisi Komputer,6,Kramat Jati,Jakarta Timur,DKI Jakarta
2095,Danang Narpati,81806442887,danangnarpati@gmail.com,6/28/1992,Pria,Teknisi Komputer,4,Setiabudi,Jakarta Selatan,DKI Jakarta
2096,Kiandra Mulyani,81249842887,kiandramulyani@gmail.com,9/9/1993,Wanita,Babysitter,3,Panongan,Kabupaten Tangerang,Banten
2097,Febi Aryani,81366042887,febiaryani@gmail.com,6/24/1971,Wanita,Teknisi Komputer,7,Koja,Jakarta Utara,DKI Jakarta
2098,Samiah Purnawati,81237142887,samiahpurnawati@gmail.com,4/2/1974,Wanita,ART,7,Ciledug,Kota Tangerang,Banten
2099,Devi Hariyah,81570742887,devihariyah@gmail.com,11/17/1967,Wanita,ART,5,Penjaringan,Jakarta Utara,DKI Jakarta
2100,Carla Usada,81736442887,carlausada@gmail.com,7/26/1977,Wanita,Babysitter,5,Setiabudi,Jakarta Selatan,DKI Jakarta
2101,Kenzie Maryadi,81930742887,kenziemaryadi@gmail.com,5/17/1973,Pria,Teknisi Elektronik,9,Cilincing,Jakarta Utara,DKI Jakarta
2102,Titi Farida,81723142887,titifarida@gmail.com,8/24/1963,Wanita,Babysitter,1,Kosambi,Kabupaten Tangerang,Banten
2103,Eman Sihombing,81982642887,emansihombing@gmail.com,4/14/2001,Pria,Tukang,14,Sepatan Timur,Kabupaten Tangerang,Banten
2104,Harsanto Mahendra,81232342887,harsantomahendra@gmail.com,2/16/1981,Pria,Tukang,15,Pasar Rebo,Jakarta Timur,DKI Jakarta
2105,Nurul Astuti,81400342887,nurulastuti@gmail.com,8/31/1985,Wanita,Teknisi Elektronik,14,Teluknaga,Kabupaten Tangerang,Banten
2106,Kacung Gunawan,81760342887,kacunggunawan@gmail.com,3/27/1975,Pria,Supir,3,Cibodas,Kota Tangerang,Banten
2107,Salman Pranowo,81407242887,salmanpranowo@gmail.com,5/4/1970,Pria,Teknisi Elektronik,1,Neglasari,Kota Tangerang,Banten
2108,Michelle Widiastuti,81594942887,michellewidiastuti@gmail.com,5/28/1984,Wanita,Cleaning Service,11,Grogol Petamburan,Jakarta Barat,DKI Jakarta
2109,Jessica Handayani,81588442887,jessicahandayani@gmail.com,4/5/1997,Wanita,Babysitter,14,Penjaringan,Jakarta Utara,DKI Jakarta
2110,Mila Melani,81384842887,milamelani@gmail.com,7/4/1971,Wanita,Babysitter,1,Mauk,Kabupaten Tangerang,Banten
2111,Hendra Sihotang,81183342887,hendrasihotang@gmail.com,6/3/2003,Pria,Cleaning Service,12,Karangtengah,Kota Tangerang,Banten
2112,Shania Suryatmi,81157242887,shaniasuryatmi@gmail.com,2/17/1967,Wanita,Babysitter,4,Jatiuwung,Kota Tangerang,Banten
2113,Chandra Wasita,81629742887,chandrawasita@gmail.com,10/5/1982,Pria,Teknisi Komputer,1,Kresek,Kabupaten Tangerang,Banten
2114,Lili Lestari,81769342887,lililestari@gmail.com,10/16/1968,Wanita,Teknisi Komputer,15,Kembangan,Jakarta Barat,DKI Jakarta
2115,Betania Winarsih,81333842887,betaniawinarsih@gmail.com,6/29/1998,Wanita,Cleaning Service,13,Rajeg,Kabupaten Tangerang,Banten
2116,Belinda Handayani,81982042887,belindahandayani@gmail.com,10/22/1974,Wanita,Teknisi Elektronik,5,Mauk,Kabupaten Tangerang,Banten
2117,Anastasia Wijayanti,81232442887,anastasiawijayanti@gmail.com,2/19/1970,Wanita,ART,8,Karangtengah,Kota Tangerang,Banten
2118,Raihan Putra,81644442887,raihanputra@gmail.com,2/24/1966,Pria,Supir,1,Pakuhaji,Kabupaten Tangerang,Banten
2119,Raina Suryatmi,81500942887,rainasuryatmi@gmail.com,12/6/1978,Wanita,Babysitter,5,Kebon Jeruk,Jakarta Barat,DKI Jakarta
2120,Nilam Haryanti,81602542887,nilamharyanti@gmail.com,7/24/1987,Wanita,ART,7,Setiabudi,Jakarta Selatan,DKI Jakarta
2121,Hamima Wulandari,81620342887,hamimawulandari@gmail.com,8/25/1994,Wanita,Babysitter,11,Karangtengah,Kota Tangerang,Banten
2122,Tomi Iswahyudi,81479142887,tomiiswahyudi@gmail.com,9/8/1967,Pria,Teknisi Komputer,9,Mekarbaru,Kabupaten Tangerang,Banten
2123,Fitriani Safitri,81912442887,fitrianisafitri@gmail.com,9/23/1971,Wanita,Cleaning Service,13,Rajeg,Kabupaten Tangerang,Banten
2124,Kamaria Palastri,81263542887,kamariapalastri@gmail.com,11/23/1983,Wanita,Babysitter,6,Grogol Petamburan,Jakarta Barat,DKI Jakarta
2125,Kayla Mandasari,81125442887,kaylamandasari@gmail.com,11/8/2003,Wanita,Cleaning Service,14,Sukadiri,Kabupaten Tangerang,Banten
2126,Asirwanda Siregar,81633842887,asirwandasiregar@gmail.com,2/27/1965,Pria,Teknisi Komputer,10,Neglasari,Kota Tangerang,Banten
2127,Puti Wastuti,81439942887,putiwastuti@gmail.com,8/19/1978,Wanita,ART,3,Koja,Jakarta Utara,DKI Jakarta
2128,Agnes Padmasari,81696842887,agnespadmasari@gmail.com,6/8/1964,Wanita,Cleaning Service,7,Gunung Kaler,Kabupaten Tangerang,Banten
2129,Carla Yulianti,81655942887,carlayulianti@gmail.com,5/16/1966,Wanita,ART,1,Panongan,Kabupaten Tangerang,Banten
2130,Prima Halim,81523742887,primahalim@gmail.com,1/25/1988,Pria,Tukang,8,Tebet,Jakarta Selatan,DKI Jakarta
2131,Cemplunk Sirait,81386042887,cemplunksirait@gmail.com,9/14/1991,Pria,Teknisi Elektronik,14,Pakuhaji,Kabupaten Tangerang,Banten
2132,Zamira Hasanah,81322742887,zamirahasanah@gmail.com,6/15/2003,Wanita,Cleaning Service,15,Koja,Jakarta Utara,DKI Jakarta
2133,Ajeng Novitasari,81983642887,ajengnovitasari@gmail.com,3/21/1999,Wanita,ART,10,Pancoran,Jakarta Selatan,DKI Jakarta
2134,Fitria Wulandari,81282842887,fitriawulandari@gmail.com,2/24/1995,Wanita,Cleaning Service,1,Gambir,Jakarta Pusat,DKI Jakarta
2135,Nasim Firmansyah,81932942887,nasimfirmansyah@gmail.com,1/4/1993,Pria,Tukang,4,Sawah Besar,Jakarta Pusat,DKI Jakarta
2136,Darijan Winarno,81400642887,darijanwinarno@gmail.com,9/9/1988,Pria,Supir,3,Pasar Kemis,Kabupaten Tangerang,Banten
2137,Gangsar Dabukke,81980142887,gangsardabukke@gmail.com,4/26/1964,Pria,Teknisi Elektronik,8,Cengkareng,Jakarta Barat,DKI Jakarta
2138,Kenzie Maheswara,81304942887,kenziemaheswara@gmail.com,8/1/2003,Pria,Cleaning Service,5,Kebayoran Baru,Jakarta Selatan,DKI Jakarta
2139,Betania Hariyah,81528142887,betaniahariyah@gmail.com,2/19/2003,Wanita,Teknisi Elektronik,15,Tanah Abang,Jakarta Pusat,DKI Jakarta
2140,Prabu Siregar,81314942887,prabusiregar@gmail.com,9/8/1968,Pria,Tukang,14,Tanjung Priok,Jakarta Utara,DKI Jakarta
2141,Panca Damanik,81710042887,pancadamanik@gmail.com,5/22/1970,Pria,Tukang,6,Jambe,Kabupaten Tangerang,Banten
2142,Rusman Narpati,81457742887,rusmannarpati@gmail.com,6/15/2002,Pria,Teknisi Elektronik,13,Grogol Petamburan,Jakarta Barat,DKI Jakarta
2143,Gamani Pradipta,81433742887,gamanipradipta@gmail.com,12/12/1994,Pria,Tukang,8,Pagedangan,Kabupaten Tangerang,Banten
2144,Alika Safitri,81488142887,alikasafitri@gmail.com,9/7/1992,Wanita,Cleaning Service,6,Jatiuwung,Kota Tangerang,Banten
2145,Gasti Haryanti,81838442887,gastiharyanti@gmail.com,2/4/1997,Wanita,Babysitter,7,Kramat Jati,Jakarta Timur,DKI Jakarta
2146,Irsad Anggriawan,81323942887,irsadanggriawan@gmail.com,9/20/1977,Pria,Cleaning Service,13,Karawaci,Kota Tangerang,Banten
2147,Cawisono Budiman,81644142887,cawisonobudiman@gmail.com,12/11/1972,Pria,Cleaning Service,10,Cipayung,Jakarta Timur,DKI Jakarta
2148,Luluh Wijaya,81547942887,luluhwijaya@gmail.com,1/31/1977,Pria,Cleaning Service,6,Kosambi,Kabupaten Tangerang,Banten
2149,Hartana Kurniawan,81706342887,hartanakurniawan@gmail.com,7/3/2003,Pria,Teknisi Elektronik,15,Pademangan,Jakarta Utara,DKI Jakarta
2150,Kasim Nugroho,81806242887,kasimnugroho@gmail.com,6/15/1984,Pria,Cleaning Service,10,Senen,Jakarta Pusat,DKI Jakarta
2151,Nyoman Saptono,81608842887,nyomansaptono@gmail.com,4/4/1986,Pria,Teknisi Elektronik,4,Jagakarsa,Jakarta Selatan,DKI Jakarta
2152,Mahdi Wacana,81688442887,mahdiwacana@gmail.com,7/24/1987,Pria,Teknisi Komputer,3,Larangan,Kota Tangerang,Banten
2153,Alambana Hutapea,81795842887,alambanahutapea@gmail.com,7/22/2000,Pria,Teknisi Komputer,1,Pesanggrahan,Jakarta Selatan,DKI Jakarta
